no,장소(영문),장소(한글),Scenario,순서,화자,내용,TTS,발음,영어,
9146,subway,전철,9. Problems,3,Customer,개찰구에서 카드가 안 찍혀요.,개찰구에서 카드가 안 찍혀요.,gae-chal-gu-e-seo ka-deu-ga an jji-kyeo-yo.,My card isn't being scanned at the ticket gate.,
9147,subway,전철,9. Problems,4,Staff,잔액이 부족한 것 같아요. 확인해 보세요.,잔액이 부족한 것 같아요. 확인해 보세요.,ja-nae-gi bu-jo-kan geot ga-ta-yo. hwa-gin-hae bo-se-yo.,I think my balance is insufficient. Please check.,
9148,subway,전철,10. Tourist Info,1,Customer,외국인인데 교통카드 살 수 있어요?,외국인인데 교통카드 살 수 있어요?,oe-gu-gi-nin-de gyo-tong-ka-deu sal su i-sseo-yo?,I'm a foreigner. Can I buy a transportation card?,
9149,subway,전철,10. Tourist Info,2,Staff,네 누구나 구매 가능해요.,네 누구나 구매 가능해요.,ne nu-gu-na gu-mae ga-neung-hae-yo.,"Yes, anyone can buy it.",
9150,subway,전철,10. Tourist Info,3,Customer,관광 패스도 있어요?,관광 패스도 있어요?,gwan-gwang pae-seu-do i-sseo-yo?,Do you have a tourist pass?,
9151,subway,전철,10. Tourist Info,4,Staff,네 1일권 2일권 3일권 있어요.,네 1일권 2일권 3일권 있어요.,ne 1il-gwon 2il-gwon 3il-gwon i-sseo-yo.,"Yes, there are 1-day, 2-day, and 3-day passes.",
9152,subway,전철,10. Tourist Info,5,Customer,가격이 얼마예요?,가격이 얼마예요?,ga-gyeo-gi eol-ma-ye-yo?,How much does it cost?,
9153,subway,전철,10. Tourist Info,6,Staff,1일권이 만원이에요.,1일권이 만원이에요.,1il-gwo-ni ma-nwo-ni-e-yo.,A one-day pass costs ten thousand won.,
9154,subway,전철,10. Tourist Info,7,Customer,무제한으로 탈 수 있어요?,무제한으로 탈 수 있어요?,mu-je-ha-neu-ro tal su i-sseo-yo?,Can I ride as much as I want?,
9155,subway,전철,10. Tourist Info,8,Staff,네 하루 동안 무제한이에요.,네 하루 동안 무제한이에요.,ne ha-ru dong-an mu-je-ha-ni-e-yo.,"Yes, it's unlimited for one day.",
9156,subway,전철,10. Tourist Info,9,Customer,그거 주세요.,그거 주세요.,geu-geo ju-se-yo.,Please give me that.,
9157,subway,전철,10. Tourist Info,10,Staff,즐거운 여행 되세요.,즐거운 여행 되세요.,jeul-geo-un yeo-haeng doe-se-yo.,Have a nice trip.,
9158,swimmingpool,수영장,1. Entry/Use,1,Customer,안녕하세요. 수영장 이용하려고 해요.,안녕하세요. 수영장 이용하려고 해요.,an-nyeong-ha-se-yo. su-yeong-jang i-yong-ha-ryeo-go hae-yo.,Hello. I would like to use the swimming pool.,
9159,swimmingpool,수영장,1. Entry/Use,2,Staff,회원이세요?,회원이세요?,hoe-wo-ni-se-yo?,Are you a member?,
9160,swimmingpool,수영장,1. Entry/Use,3,Customer,아니요. 오늘 하루만 이용할거예요.,아니요. 오늘 하루만 이용할거예요.,a-ni-yo. o-neul ha-ru-man i-yong-hal-geo-ye-yo.,"No, I'll only use it for today.",
9161,swimmingpool,수영장,1. Entry/Use,4,Staff,"시간제한 있구요, 두시간에 2만원입니다.","시간제한 있구요, 두시간에 2만원입니다.","si-gan-je-han it-kku-yo, du-si-ga-ne 2ma-nwo-nim-ni-da.","There is a time limit, and it costs 20,000 won for two hours.",
9162,swimmingpool,수영장,1. Entry/Use,5,Customer,"수용모자 써야되죠? 안가져 왔는데, 어떻하죠?","수용모자 써야되죠? 안가져 왔는데, 어떻하죠?","su-yong-mo-ja sseo-ya-doe-jyo? an-ga-jyeo wan-neun-de, eo-tteo-ha-jyo?","I need to wear a hat, right? I didn't bring one. What should I do?",
9163,swimmingpool,수영장,1. Entry/Use,6,Staff,"예, 모자 써야 되고, 안가져오셨으면 매점에서 사시면 됩니다.","예, 모자 써야 되고, 안가져오셨으면 매점에서 사시면 됩니다.","ye, mo-ja sseo-ya doe-go, an-ga-jyeo-o-syeo-sseu-myeon mae-jeo-me-seo sa-si-myeon doem-ni-da.","Yes, you must wear a hat. If you don't bring one, you can buy one at the store.",
9164,swimmingpool,수영장,1. Entry/Use,7,Customer,매점이 어디있어요? 들어가시면 좌측에 있어요.,매점이 어디있어요? 들어가시면 좌측에 있어요.,mae-jeo-mi eo-di-i-sseo-yo? deu-reo-ga-si-myeon jwa-cheu-ge i-sseo-yo.,Where is the store? It's on the left when you enter.,
9165,swimmingpool,수영장,1. Entry/Use,8,Staff,"네, 감사합니다.","네, 감사합니다.","ne, gam-sa-ham-ni-da.",Thank you.,
9166,swimmingpool,수영장,2. Facility Info,1,Customer,안녕하세요. 여기 수영장 레인이 몇 개예요?,안녕하세요. 여기 수영장 레인이 몇 개예요?,an-nyeong-ha-se-yo. yeo-gi su-yeong-jang re-i-ni myeot gae-ye-yo?,Hello. How many lanes are there in this pool?,
9167,swimmingpool,수영장,2. Facility Info,2,Staff,총 여덟개 있어요.,총 여덟개 있어요.,chong yeo-deol-gae i-sseo-yo.,There are eight in total.,
9168,swimmingpool,수영장,2. Facility Info,3,Customer,깊이는 어떻게 돼요?,깊이는 어떻게 돼요?,gi-pi-neun eo-tteo-ke dwae-yo?,How deep is it?,
9169,swimmingpool,수영장,2. Facility Info,4,Staff,"1번부터 4번레인까지는 깊이가 1.2미터이고, 나머지는 1.8미터예요.","1번부터 4번레인까지는 깊이가 1.2미터이고, 나머지는 1.8미터예요.","1beon-bu-teo 4beol-le-in-kka-ji-neun gi-pi-ga 1.2mi-teo-i-go, na-meo-ji-neun 1.8mi-teo-ye-yo.","Lanes 1 through 4 are 1.2 meters deep, and the rest are 1.8 meters deep.",
9170,swimmingpool,수영장,2. Facility Info,5,Customer,어린이 풀이 따로 있어요?,어린이 풀이 따로 있어요?,eo-ri-ni pu-ri tta-ro i-sseo-yo?,Is there a separate children's pool?,
9171,swimmingpool,수영장,2. Facility Info,6,Staff,"네, 별도로 한개 레인 운영해요.","네, 별도로 한개 레인 운영해요.","ne, byeol-do-ro han-gae re-in u-nyeong-hae-yo.","Yes, we operate a separate lane.",
9172,swimmingpool,수영장,2. Facility Info,7,Customer,물 온도는 어느 정도돼요?,물 온도는 어느 정도돼요?,mul on-do-neun eo-neu jeong-do-dwae-yo?,What is the water temperature?,
9173,swimmingpool,수영장,2. Facility Info,8,Staff,28도로 관리해요.,28도로 관리해요.,28do-ro gwal-li-hae-yo.,Manage it at 28 degrees.,
9174,swimmingpool,수영장,3. Locker/Shower,1,Customer,"저기, 락커룸이 어디예요?","저기, 락커룸이 어디예요?","jeo-gi, rak-keo-ru-mi eo-di-ye-yo?","Excuse me, where is the locker room?",
9175,swimmingpool,수영장,3. Locker/Shower,2,Staff,입구 왼쪽에 있어요.,입구 왼쪽에 있어요.,ip-kku oen-jjo-ge i-sseo-yo.,It's on the left side of the entrance.,
9176,swimmingpool,수영장,3. Locker/Shower,3,Customer,별도 비용 내야 하나요?,별도 비용 내야 하나요?,byeol-do bi-yong nae-ya ha-na-yo?,Do I have to pay extra?,
9177,swimmingpool,수영장,3. Locker/Shower,4,Staff,아니예요. 수영장 이용료에 포함되어 있어요.,아니예요. 수영장 이용료에 포함되어 있어요.,a-ni-ye-yo. su-yeong-jang i-yong-nyo-e po-ham-doe-eo i-sseo-yo.,"No, it's included in the pool fee.",
9178,swimmingpool,수영장,3. Locker/Shower,5,Customer,샤워 가능해요?,샤워 가능해요?,sya-wo ga-neung-hae-yo?,Can I take a shower?,
9179,swimmingpool,수영장,3. Locker/Shower,6,Staff,"네, 당연히 가능하죠. 수건도 있고, 드라이기도 있고 다 있어요.","네, 당연히 가능하죠. 수건도 있고, 드라이기도 있고 다 있어요.","ne, dang-yeon-hi ga-neung-ha-jyo. su-geon-do it-kko, deu-ra-i-gi-do it-kko da i-sseo-yo.","Yes, of course you can. We have towels, a hair dryer, and everything.",
9180,swimmingpool,수영장,3. Locker/Shower,7,Customer,"네, 감사합니다.","네, 감사합니다.","ne, gam-sa-ham-ni-da.",Thank you.,
9181,swimmingpool,수영장,4. Swimming Lessons,1,Customer,수영 강습 좀 받을 수 있을까요?,수영 강습 좀 받을 수 있을까요?,su-yeong gang-seup jom ba-deul su i-sseul-kka-yo?,Can I take some swimming lessons?,
9182,swimmingpool,수영장,4. Swimming Lessons,2,Staff,"네, 기초반 있고, 숙련반이 있어요.","네, 기초반 있고, 숙련반이 있어요.","ne, gi-cho-ban it-kko, sung-nyeon-ba-ni i-sseo-yo.","Yes, there are beginner and advanced classes.",
9183,swimmingpool,수영장,4. Swimming Lessons,3,Customer,"초보인데, 기초반 가야 겠네요.","초보인데, 기초반 가야 겠네요.","cho-bo-in-de, gi-cho-ban ga-ya gen-ne-yo.","I'm a beginner, so I guess I should take the basic class.",
9184,swimmingpool,수영장,4. Swimming Lessons,4,Staff,"네, 그렇게 하시면 돼요.","네, 그렇게 하시면 돼요.","ne, geu-reo-ke ha-si-myeon dwae-yo.","Yes, you can do that.",
9185,swimmingpool,수영장,4. Swimming Lessons,5,Customer,비용은 얼마예요?,비용은 얼마예요?,bi-yong-eun eol-ma-ye-yo?,How much does it cost?,
9186,swimmingpool,수영장,4. Swimming Lessons,6,Staff,월 10만원입니다. 주 3회 강습해드려요.,월 10만원입니다. 주 3회 강습해드려요.,wol 10ma-nwo-nim-ni-da. ju 3hoe gang-seu-pae-deu-ryeo-yo.,"It's 100,000 won per month. I teach three times a week.",
9187,swimmingpool,수영장,4. Swimming Lessons,7,Customer,알겠습니다. 등록할게요.,알겠습니다. 등록할게요.,al-get-sseum-ni-da. deung-no-kal-ge-yo.,"Okay, I'll register.",
9188,swimmingpool,수영장,5. Hours,1,Customer,운영시간이 어떻게 돼요?,운영시간이 어떻게 돼요?,u-nyeong-si-ga-ni eo-tteo-ke dwae-yo?,What are your operating hours?,
9189,swimmingpool,수영장,5. Hours,2,Staff,오전 여섯시부터 밤 열시까지요.,오전 여섯시부터 밤 열시까지요.,o-jeon yeo-seot-ssi-bu-teo bam yeol-si-kka-ji-yo.,From six in the morning to ten at night.,
9190,swimmingpool,수영장,5. Hours,3,Customer,주말도 그렇게 해요?,주말도 그렇게 해요?,ju-mal-do geu-reo-ke hae-yo?,Do you do that on weekends too?,
9191,swimmingpool,수영장,5. Hours,4,Staff,"네, 똑 같아요.","네, 똑 같아요.","ne, ttok ga-ta-yo.","Yes, it's the same.",
9192,swimmingpool,수영장,5. Hours,5,Customer,언제가 제일 붐벼요?,언제가 제일 붐벼요?,eon-je-ga je-il bum-byeo-yo?,When is it the busiest?,
9193,swimmingpool,수영장,5. Hours,6,Staff,오전시간은 덜 붐벼요. 주말에는 하루 종일 붐비고요.,오전시간은 덜 붐벼요. 주말에는 하루 종일 붐비고요.,o-jeon-si-ga-neun deol bum-byeo-yo. ju-ma-re-neun ha-ru jong-il bum-bi-go-yo.,It's less crowded in the mornings. It's crowded all day on weekends.,
9194,swimmingpool,수영장,5. Hours,7,Customer,알겠습니다. 감사합니다.,알겠습니다. 감사합니다.,al-get-sseum-ni-da. gam-sa-ham-ni-da.,"Okay, thank you.",
9195,tapdong,탑동,1. Inquiry,1,Customer,혹시 탑동 해안 산책로도 걸어볼 만한가요?,혹시 탑동 해안 산책로도 걸어볼 만한가요?,hok-ssi tap-ttong hae-an san-chaeng-no-do geo-reo-bol man-han-ga-yo?,Is it worth walking along the Tapdong coastal trail?,
9196,tapdong,탑동,1. Inquiry,2,Staff,"네, 여기서 바로 이어져 있고, 바람은 좀 있지만 전망이 좋아요.","네, 여기서 바로 이어져 있고, 바람은 좀 있지만 전망이 좋아요.","ne, yeo-gi-seo ba-ro i-eo-jyeo it-kko, ba-ra-meun jom it-jji-man jeon-mang-i jo-a-yo.","Yes, it's right there, it's a bit windy but the view is nice.",
9197,tapdong,탑동,1. Inquiry,3,Customer,길이 위험한 곳은 없나요?,길이 위험한 곳은 없나요?,gi-ri wi-heom-han go-seun eom-na-yo?,Are there any dangerous places on the road?,
9198,tapdong,탑동,1. Inquiry,4,Staff,난간 잘 되어 있어서 괜찮아요. 물이 튈 수 있으니 너무 끝으로만 안가시면 돼요.,난간 잘 되어 있어서 괜찮아요. 물이 튈 수 있으니 너무 끝으로만 안가시면 돼요.,nan-gan jal doe-eo i-sseo-seo gwaen-cha-na-yo. mu-ri twil su i-sseu-ni neo-mu kkeu-teu-ro-man an-ga-si-myeon dwae-yo.,"The railing is well made, so it's okay. Just don't go too far to the end, or you might get splashed.",
9199,tapdong,탑동,1. Inquiry,5,Customer,야경도 괜찮다고 들었어요.,야경도 괜찮다고 들었어요.,ya-gyeong-do gwaen-chan-da-go deu-reo-sseo-yo.,I heard the night view is also nice.,
9200,tapdong,탑동,1. Inquiry,6,Staff,"네, 조명 켜지면 분위기 좋아요. 커플들 많이 와요.","네, 조명 켜지면 분위기 좋아요. 커플들 많이 와요.","ne, jo-myeong kyeo-ji-myeon bu-nwi-gi jo-a-yo. keo-peul-deul ma-ni wa-yo.","Yes, the atmosphere is great when the lights are on. A lot of couples come here.",
9201,tapdong,탑동,1. Inquiry,7,Customer,산책 끝나고 먹을 데도 있나요?,산책 끝나고 먹을 데도 있나요?,san-chaek kkeun-na-go meo-geul de-do in-na-yo?,Is there a place to eat after my walk?,
9202,tapdong,탑동,1. Inquiry,8,Staff,"네, 끝쪽에 카페랑 푸드트럭 몇 개 있어요.","네, 끝쪽에 카페랑 푸드트럭 몇 개 있어요.","ne, kkeut-jjo-ge ka-pe-rang pu-deu-teu-reok myeot gae i-sseo-yo.","Yes, there are a few cafes and food trucks at the end.",
9203,taxistand,택시승차장,1. Catching Taxi,1,Passenger,안녕하세요. 택시 어디서 타요?,안녕하세요. 택시 어디서 타요?,an-nyeong-ha-se-yo. taek-ssi eo-di-seo ta-yo?,Hello. Where can I catch a taxi?,
9204,taxistand,택시승차장,1. Catching Taxi,2,Staff,저쪽 승강장에서 타시면 돼요.,저쪽 승강장에서 타시면 돼요.,jeo-jjok seung-gang-jang-e-seo ta-si-myeon dwae-yo.,You can get on from that platform.,
9205,taxistand,택시승차장,1. Catching Taxi,3,Passenger,줄 서야 해요?,줄 서야 해요?,jul seo-ya hae-yo?,Do I have to wait in line?,
9206,taxistand,택시승차장,1. Catching Taxi,4,Staff,네. 순서대로 타시면 돼요.,네. 순서대로 타시면 돼요.,ne. sun-seo-dae-ro ta-si-myeon dwae-yo.,"Yes, you can ride in order.",
9207,taxistand,택시승차장,1. Catching Taxi,5,Passenger,오래 기다려야 해요?,오래 기다려야 해요?,o-rae gi-da-ryeo-ya hae-yo?,Do I have to wait long?,
9208,taxistand,택시승차장,1. Catching Taxi,6,Staff,지금은 5분 정도면 타실 수 있어요.,지금은 5분 정도면 타실 수 있어요.,ji-geu-meun 5bun jeong-do-myeon ta-sil su i-sseo-yo.,You can ride it in about 5 minutes now.,
9209,taxistand,택시승차장,1. Catching Taxi,7,Passenger,모범택시도 있어요?,모범택시도 있어요?,mo-beom-taek-ssi-do i-sseo-yo?,Are there model taxis?,
9210,taxistand,택시승차장,1. Catching Taxi,8,Staff,네. 검은색이 모범택시예요.,네. 검은색이 모범택시예요.,ne. geo-meun-sae-gi mo-beom-taek-ssi-ye-yo.,Yes. The black one is a model taxi.,
9211,taxistand,택시승차장,1. Catching Taxi,9,Passenger,요금 차이가 많아요?,요금 차이가 많아요?,yo-geum cha-i-ga ma-na-yo?,Is there a big difference in rates?,
9212,taxistand,택시승차장,1. Catching Taxi,10,Staff,모범택시가 일반보다 20~30% 정도 비싸요.,모범택시가 일반보다 20~30% 정도 비싸요.,mo-beom-taek-ssi-ga il-ban-bo-da 20~30% jeong-do bi-ssa-yo.,Model taxis are about 20-30% more expensive than regular taxis.,
9213,taxistand,택시승차장,2. Destination,1,Driver,안녕하세요. 어디로 가세요?,안녕하세요. 어디로 가세요?,an-nyeong-ha-se-yo. eo-di-ro ga-se-yo?,Hello. Where are you going?,
9214,taxistand,택시승차장,2. Destination,2,Passenger,강남역으로 가주세요.,강남역으로 가주세요.,gang-na-myeo-geu-ro ga-ju-se-yo.,Please go to Gangnam Station.,
9215,taxistand,택시승차장,2. Destination,3,Driver,강남역 몇 번 출구로 갈까요?,강남역 몇 번 출구로 갈까요?,gang-na-myeok myeot beon chul-gu-ro gal-kka-yo?,Which exit should I take at Gangnam Station?,
9216,taxistand,택시승차장,2. Destination,4,Passenger,10번 출구 앞에 세워주세요.,10번 출구 앞에 세워주세요.,10beon chul-gu a-pe se-wo-ju-se-yo.,Please park in front of exit 10.,
9217,taxistand,택시승차장,2. Destination,5,Driver,네. 알겠습니다.,네. 알겠습니다.,ne. al-get-sseum-ni-da.,All right.,
9218,taxistand,택시승차장,2. Destination,6,Passenger,거기까지 얼마나 걸려요?,거기까지 얼마나 걸려요?,geo-gi-kka-ji eol-ma-na geol-lyeo-yo?,How long does it take to get there?,
9219,taxistand,택시승차장,2. Destination,7,Driver,이 시간에는 30분 정도 걸릴 거예요.,이 시간에는 30분 정도 걸릴 거예요.,i si-ga-ne-neun 30bun jeong-do geol-lil geo-ye-yo.,This will take about 30 minutes.,
9220,taxistand,택시승차장,2. Destination,8,Passenger,요금은 대략 얼마 정도예요?,요금은 대략 얼마 정도예요?,yo-geu-meun dae-ryak eol-ma jeong-do-ye-yo?,How much does it cost roughly?,
9221,taxistand,택시승차장,2. Destination,9,Driver,2만원 정도 나올 거예요.,2만원 정도 나올 거예요.,2ma-nwon jeong-do na-ol geo-ye-yo.,"It will cost around 20,000 won.",
9222,taxistand,택시승차장,2. Destination,10,Passenger,네. 알겠어요. 출발해주세요.,네. 알겠어요. 출발해주세요.,ne. al-ge-sseo-yo. chul-bal-hae-ju-se-yo.,"Yes, I understand. Please go.",
9223,taxistand,택시승차장,3. Fare Inquiry,1,Passenger,여기서 인천공항까지 얼마 정도 나와요?,여기서 인천공항까지 얼마 정도 나와요?,yeo-gi-seo in-cheon-gong-hang-kka-ji eol-ma jeong-do na-wa-yo?,How far is it from here to Incheon Airport?,
9224,taxistand,택시승차장,3. Fare Inquiry,2,Driver,5만원 정도 나올 거예요.,5만원 정도 나올 거예요.,5ma-nwon jeong-do na-ol geo-ye-yo.,"It will cost around 50,000 won.",
9225,taxistand,택시승차장,3. Fare Inquiry,3,Passenger,고속도로 타나요?,고속도로 타나요?,go-sok-tto-ro ta-na-yo?,Are you taking the highway?,
9226,taxistand,택시승차장,3. Fare Inquiry,4,Driver,네. 고속도로 타는데 통행료는 별도예요.,네. 고속도로 타는데 통행료는 별도예요.,ne. go-sok-tto-ro ta-neun-de tong-haeng-nyo-neun byeol-do-ye-yo.,"Yes, there is a separate toll fee for using the highway.",
9227,taxistand,택시승차장,3. Fare Inquiry,5,Passenger,통행료는 얼마예요?,통행료는 얼마예요?,tong-haeng-nyo-neun eol-ma-ye-yo?,How much is the toll?,
9228,taxistand,택시승차장,3. Fare Inquiry,6,Driver,편도 7천 원 정도 나와요.,편도 7천 원 정도 나와요.,pyeon-do 7cheon won jeong-do na-wa-yo.,"It costs about 7,000 won one way.",
9229,taxistand,택시승차장,3. Fare Inquiry,7,Passenger,카드로 결제해도 돼요?,카드로 결제해도 돼요?,ka-deu-ro gyeol-je-hae-do dwae-yo?,Can I pay by card?,
9230,taxistand,택시승차장,3. Fare Inquiry,8,Driver,네. 카드도 되고 현금도 됩니다.,네. 카드도 되고 현금도 됩니다.,ne. ka-deu-do doe-go hyeon-geum-do doem-ni-da.,"Yes, you can pay with either card or cash.",
9231,taxistand,택시승차장,3. Fare Inquiry,9,Passenger,그럼 도착하면 영수증도 주세요.,그럼 도착하면 영수증도 주세요.,geu-reom do-cha-ka-myeon yeong-su-jeung-do ju-se-yo.,Then please give me a receipt when you arrive.,
9232,taxistand,택시승차장,3. Fare Inquiry,10,Driver,네. 도착하면 출력해드릴게요.,네. 도착하면 출력해드릴게요.,ne. do-cha-ka-myeon chul-lyeo-kae-deu-ril-ge-yo.,"Yes, I'll print it out for you when I get there.",
9233,taxistand,택시승차장,4. Route Request,1,Passenger,빨리 가는 길로 가주세요.,빨리 가는 길로 가주세요.,ppal-li ga-neun gil-lo ga-ju-se-yo.,Please take the fast track.,
9234,taxistand,택시승차장,4. Route Request,2,Driver,고속도로 타면 빠른데 탈까요?,고속도로 타면 빠른데 탈까요?,go-sok-tto-ro ta-myeon ppa-reun-de tal-kka-yo?,Should I take the highway since it's faster?,
9235,taxistand,택시승차장,4. Route Request,3,Passenger,고속도로 타면 통행료가 추가되나요?,고속도로 타면 통행료가 추가되나요?,go-sok-tto-ro ta-myeon tong-haeng-nyo-ga chu-ga-doe-na-yo?,Are there additional tolls if I take the highway?,
9236,taxistand,택시승차장,4. Route Request,4,Driver,네. 통행료 3천 원 정도 추가돼요.,네. 통행료 3천 원 정도 추가돼요.,ne. tong-haeng-nyo 3cheon won jeong-do chu-ga-dwae-yo.,"Yes. There is an additional toll of about 3,000 won.",
9237,taxistand,택시승차장,4. Route Request,5,Passenger,그냥 일반 도로로 가주세요.,그냥 일반 도로로 가주세요.,geu-nyang il-ban do-ro-ro ga-ju-se-yo.,Just go on the regular road.,
9238,taxistand,택시승차장,4. Route Request,6,Driver,일반 도로로 가면 시간이 좀 더 걸려요.,일반 도로로 가면 시간이 좀 더 걸려요.,il-ban do-ro-ro ga-myeon si-ga-ni jom deo geol-lyeo-yo.,"If you take the regular road, it will take a little longer.",
9239,taxistand,택시승차장,4. Route Request,7,Passenger,얼마나 더 걸려요?,얼마나 더 걸려요?,eol-ma-na deo geol-lyeo-yo?,How much longer will it take?,
9240,taxistand,택시승차장,4. Route Request,8,Driver,15분 정도 더 걸릴 것 같아요.,15분 정도 더 걸릴 것 같아요.,15bun jeong-do deo geol-lil geot ga-ta-yo.,I think it will take about 15 more minutes.,
9241,taxistand,택시승차장,4. Route Request,9,Passenger,괜찮아요. 그쪽으로 가주세요.,괜찮아요. 그쪽으로 가주세요.,gwaen-cha-na-yo. geu-jjo-geu-ro ga-ju-se-yo.,It's okay. Please go that way.,
9242,taxistand,택시승차장,4. Route Request,10,Driver,네. 알겠습니다.,네. 알겠습니다.,ne. al-get-sseum-ni-da.,All right.,
9243,taxistand,택시승차장,5. Loading Luggage,1,Driver,짐 있으세요? 트렁크 열어드릴까요?,짐 있으세요? 트렁크 열어드릴까요?,jim i-sseu-se-yo? teu-reong-keu yeo-reo-deu-ril-kka-yo?,Do you have any luggage? Should I open the trunk for you?,
9244,taxistand,택시승차장,5. Loading Luggage,2,Passenger,네. 캐리어가 하나 있어요.,네. 캐리어가 하나 있어요.,ne. kae-ri-eo-ga ha-na i-sseo-yo.,"Yes, I have one carrier.",
9245,taxistand,택시승차장,5. Loading Luggage,3,Driver,제가 넣어드릴게요. 주세요.,제가 넣어드릴게요. 주세요.,je-ga neo-eo-deu-ril-ge-yo. ju-se-yo.,I'll put it in for you. Please give it to me.,
9246,taxistand,택시승차장,5. Loading Luggage,4,Passenger,감사합니다. 무거운데 죄송해요.,감사합니다. 무거운데 죄송해요.,gam-sa-ham-ni-da. mu-geo-un-de joe-song-hae-yo.,Thank you. Sorry it's heavy.,
9247,taxistand,택시승차장,5. Loading Luggage,5,Driver,괜찮아요. 짐 더 있으세요?,괜찮아요. 짐 더 있으세요?,gwaen-cha-na-yo. jim deo i-sseu-se-yo?,It's okay. Do you have any more luggage?,
9248,taxistand,택시승차장,5. Loading Luggage,6,Passenger,아니요. 이것만 있어요.,아니요. 이것만 있어요.,a-ni-yo. i-geon-man i-sseo-yo.,"No, this is all there is.",
9249,taxistand,택시승차장,5. Loading Luggage,7,Driver,그럼 타세요.,그럼 타세요.,geu-reom ta-se-yo.,Then get on.,
9250,taxistand,택시승차장,5. Loading Luggage,8,Passenger,네. 감사합니다.,네. 감사합니다.,ne. gam-sa-ham-ni-da.,Thank you.,
9251,taxistand,택시승차장,5. Loading Luggage,9,Driver,어디로 모셔다드릴까요?,어디로 모셔다드릴까요?,eo-di-ro mo-syeo-da-deu-ril-kka-yo?,Where should I take you?,
9252,taxistand,택시승차장,5. Loading Luggage,10,Passenger,서울역으로 가주세요.,서울역으로 가주세요.,seo-u-ryeo-geu-ro ga-ju-se-yo.,Please go to Seoul Station.,
9253,taxistand,택시승차장,6. Payment,1,Driver,손님. 도착했습니다. 만5천원이에요,손님. 도착했습니다. 만5천원이에요,son-nim. do-cha-kaet-sseum-ni-da. man5cheo-nwo-ni-e-yo,"Sir, you've arrived. It's 5,000 won.",
9254,taxistand,택시승차장,6. Payment,2,Passenger,카드로 결제할게요.,카드로 결제할게요.,ka-deu-ro gyeol-je-hal-ge-yo.,I'll pay by card.,
9255,taxistand,택시승차장,6. Payment,3,Driver,네. 카드 주시겠어요?,네. 카드 주시겠어요?,ne. ka-deu ju-si-ge-sseo-yo?,"Yes, may I have your card?",
9256,taxistand,택시승차장,6. Payment,4,Passenger,교통카드로도 결제 돼요?,교통카드로도 결제 돼요?,gyo-tong-ka-deu-ro-do gyeol-je dwae-yo?,Can I pay with a transportation card?,
9257,taxistand,택시승차장,6. Payment,5,Driver,네. 여기에 태그해주세요.,네. 여기에 태그해주세요.,ne. yeo-gi-e tae-geu-hae-ju-se-yo.,"Yes, please tag me here.",
9258,taxistand,택시승차장,6. Payment,6,Passenger,현금영수증도 해주세요.,현금영수증도 해주세요.,hyeon-geu-myeong-su-jeung-do hae-ju-se-yo.,Please also give me a cash receipt.,
9259,taxistand,택시승차장,6. Payment,7,Driver,네. 전화번호 불러주시겠어요?,네. 전화번호 불러주시겠어요?,ne. jeon-hwa-beon-ho bul-leo-ju-si-ge-sseo-yo?,Yes. Could you please tell me your number?,
9260,taxistand,택시승차장,6. Payment,8,Passenger,010-1234-5678이요.,010-1234-5678이요.,010-1234-5678i-yo.,It's 010-1234-5678.,
9261,taxistand,택시승차장,6. Payment,9,Driver,결제 완료됐습니다. 감사합니다.,결제 완료됐습니다. 감사합니다.,gyeol-je wal-lyo-dwaet-sseum-ni-da. gam-sa-ham-ni-da.,Payment has been completed. Thank you.,
9262,taxistand,택시승차장,6. Payment,10,Passenger,네. 수고하셨어요.,네. 수고하셨어요.,ne. su-go-ha-syeo-sseo-yo.,"Yes, thank you for your hard work.",
9263,taxistand,택시승차장,7. Call Taxi,1,Passenger,안녕하세요. 콜택시 부르려고 하는데요.,안녕하세요. 콜택시 부르려고 하는데요.,an-nyeong-ha-se-yo. kol-taek-ssi bu-reu-ryeo-go ha-neun-de-yo.,Hello. I'd like to call a taxi.,
9264,taxistand,택시승차장,7. Call Taxi,2,Staff,앱으로 부르시는 게 편하세요.,앱으로 부르시는 게 편하세요.,ae-beu-ro bu-reu-si-neun ge pyeon-ha-se-yo.,It's easier to call through the app.,
9265,taxistand,택시승차장,7. Call Taxi,3,Passenger,어떤 앱을 쓰면 돼요?,어떤 앱을 쓰면 돼요?,eo-tteon ae-beul sseu-myeon dwae-yo?,Which app should I use?,
9266,taxistand,택시승차장,7. Call Taxi,4,Staff,카카오택시를 많이 쓰세요.,카카오택시를 많이 쓰세요.,ka-ka-o-taek-ssi-reul ma-ni sseu-se-yo.,Use Kakao Taxi a lot.,
9267,taxistand,택시승차장,7. Call Taxi,5,Passenger,여기서 전화로 부를 수도 있어요?,여기서 전화로 부를 수도 있어요?,yeo-gi-seo jeon-hwa-ro bu-reul su-do i-sseo-yo?,Can I call you here?,
9268,taxistand,택시승차장,7. Call Taxi,6,Staff,네. 전화로 부르시면 콜비 1000원이 추가돼요.,네. 전화로 부르시면 콜비 천원이 추가돼요.,ne. jeon-hwa-ro bu-reu-si-myeon kol-bi cheo-nwo-ni chu-ga-dwae-yo.,"Yes. If you call, there is an additional 1,000 won call fee.",
