장소타입,시나리오,대화순서,화자,중국어,한국어,병음,단어,,
theater,9. 节目单购买 (프로그램북 구매),5,观众,签名是真的演员签的吗？还是印刷的？,사인은 진짜 배우가 한 거예요? 아니면 인쇄된 거예요?,,印刷=인쇄,,
theater,9. 节目单购买 (프로그램북 구매),6,工作人员,珍藏版上的签名是真实签名，每一本都不一样。我们限量发行500本，每本都有编号。如果运气好，演出结束后也可以请演员在普通版上签名。,한정판 사인은 진짜 사인이라서 본마다 달라요. 한정 500부 발행하고 각 번호 매겨져 있어요. 운 좋으면 공연 끝나고 배우한테 일반판에 사인 받으실 수도 있어요.,,真实=진짜 | 限量=한정 | 发行=발행 | 编号=번호매기다 | 运气=운,,
theater,9. 节目单购买 (프로그램북 구매),7,观众,那我买普通版吧，演出后去要签名。对了，可以拍照吗？还是不允许？,그럼 일반판 살게요. 공연 후에 사인 받으러 갈게요. 아 맞다 사진 찍어도 돼요? 아니면 안 돼요?,,拍照=사진찍다 | 允许=허용하다,,
stadium,5. 赛事咨询 (경기 문의),1,观众,你好，这周末有什么比赛？我想看足球赛。,안녕하세요. 이번 주말 무슨 경기 있어요? 축구 경기 보고 싶은데요.,,赛事=경기 | 足球赛=축구경기,,
stadium,5. 赛事咨询 (경기 문의),2,工作人员,这周六有中超联赛，北京国安对上海上港，下午3点开球。周日有女排比赛，晚上7点开始。您想看哪场？,이번 토요일 중국 슈퍼리그 있어요. 베이징 궈안 대 상하이 상강이고 오후 3시 킥오프예요. 일요일은 여자 배구 경기 있고 저녁 7시 시작이에요. 어느 경기 보시겠어요?,,中超=중국슈퍼리그 | 开球=킥오프 | 女排=여자배구,,
stadium,5. 赛事咨询 (경기 문의),3,观众,周六的足球赛吧。这两个队实力怎么样？比赛会很精彩吗？,토요일 축구 경기로요. 이 두 팀 실력이 어때요? 경기 재미있을까요?,,实力=실력 | 精彩=재미있다,,
stadium,5. 赛事咨询 (경기 문의),4,工作人员,两队都是强队，目前排名第一和第二，这是榜首大战，肯定很精彩。而且两队是老对手，每次比赛都很激烈。,두 팀 다 강팀이고 현재 순위 1위 2위예요. 선두 대결이라서 분명 재미있을 거예요. 게다가 두 팀이 라이벌이라서 매번 경기가 치열해요.,,强队=강팀 | 排名=순위 | 榜首=선두 | 对手=라이벌 | 激烈=치열하다,,
stadium,5. 赛事咨询 (경기 문의),5,观众,听起来不错。门票还有吗？大概什么价位？,괜찮은 것 같은데요. 표 아직 있어요? 대략 어느 정도 가격대예요?,,价位=가격대,,
stadium,5. 赛事咨询 (경기 문의),6,工作人员,还有票，但是好位置不多了。普通看台180元，贵宾席500元，VIP包厢2000元起。您要几张票？,표 아직 있는데 좋은 자리는 많지 않아요. 일반 스탠드 180위안 VIP석 500위안 VIP 박스는 2000위안부터예요. 표 몇 장 드릴까요?,,看台=스탠드 | 贵宾席=VIP석 | 包厢=박스 | 起=~부터,,
stadium,5. 赛事咨询 (경기 문의),7,观众,普通看台和贵宾席的区别是什么？就是位置不同吗？,일반 스탠드랑 VIP석 차이가 뭐예요? 그냥 위치만 달라요?,,区别=차이,,
stadium,6. 应援物品 (응원 용품),1,观众,你好，我想买点应援物品，都有什么？,안녕하세요. 응원 용품 좀 사고 싶은데요. 뭐 있어요?,,应援=응원 | 物品=용품,,
stadium,6. 应援物品 (응원 용품),2,工作人员,我们有球队围巾、帽子、旗帜、手套、荧光棒、喇叭等。围巾80元，旗帜30元，荧光棒和喇叭各10元。,팀 스카프 모자 깃발 장갑 야광봉 나팔 등 있어요. 스카프 80위안 깃발 30위안 야광봉이랑 나팔 각 10위안이에요.,,围巾=스카프 | 帽子=모자 | 旗帜=깃발 | 手套=장갑 | 荧光棒=야광봉 | 喇叭=나팔,,
stadium,6. 应援物品 (응원 용품),3,观众,荧光棒是电池的吗？还是一次性的？能用多久？,야광봉은 배터리식이에요? 아니면 일회용이에요? 얼마나 쓸 수 있어요?,,电池=배터리 | 一次性=일회용,,
stadium,6. 应援物品 (응원 용품),4,工作人员,是电池式的LED荧光棒，可以反复使用。充满电能用4-5小时，比赛绰绰有余。我们也有化学荧光棒，5元一根，但只能用一次。,배터리식 LED 야광봉이라서 재사용 가능해요. 완충하면 4-5시간 쓸 수 있어서 경기 보기엔 충분해요. 화학 야광봉도 있는데 5위안짜리는 한 번만 쓸 수 있어요.,,LED=LED | 反复=재사용 | 充满电=완충하다 | 绰绰有余=충분하다 | 化学=화학,,
stadium,6. 应援物品 (응원 용품),5,观众,那我买LED的。围巾上有球员的名字吗？能定制吗？,그럼 LED로 살게요. 스카프에 선수 이름 있나요? 주문 제작 가능한가요?,,球员=선수 | 定制=주문제작,,
stadium,6. 应援物品 (응원 용품),6,工作人员,普通围巾只有队徽和队名。如果要印球员名字，需要定制，加50元，现场制作大概20分钟。您要印哪个球员？,일반 스카프는 팀 엠블럼이랑 팀명만 있어요. 선수 이름 인쇄하려면 주문 제작 필요한데 50위안 추가하고 현장 제작 대략 20분 걸려요. 어느 선수 이름 넣으시겠어요?,,队徽=팀엠블럼 | 队名=팀명 | 印=인쇄하다 | 现场=현장,,
stadium,6. 应援物品 (응원 용품),7,观众,我喜欢10号球员。对了，这些应援物品能带进场吗？有什么限制吗？,10번 선수 좋아해요. 아 맞다 이 응원 용품 입장할 때 가져가도 돼요? 제한 있나요?,,限制=제한,,
stadium,7. 场馆服务 (경기장 서비스),1,观众,你好，场馆里有卖吃的吗？可以带外面的食物进来吗？,안녕하세요. 경기장 안에서 먹을 거 팔아요? 밖에서 산 음식 가져와도 돼요?,,场馆=경기장 | 食物=음식,,
stadium,7. 场馆服务 (경기장 서비스),2,工作人员,场馆内有快餐店和小卖部，卖汉堡、热狗、饮料等。外带食物可以带，但不能带玻璃瓶和酒类，只能带软包装食品。,경기장 내에 패스트푸드점이랑 매점 있어서 햄버거 핫도그 음료 등 팔아요. 외부 음식 가져올 수 있는데 유리병이랑 술은 안 되고 비닐 포장 식품만 돼요.,,快餐店=패스트푸드점 | 小卖部=매점 | 外带=외부 | 玻璃瓶=유리병 | 酒类=술 | 软包装=비닐포장,,
stadium,7. 场馆服务 (경기장 서비스),3,观众,场馆里的食物贵吗？和外面比怎么样？,경기장 안 음식이 비싸요? 밖이랑 비교하면 어때요?,,,,
stadium,7. 场馆服务 (경기장 서비스),4,工作人员,场馆内确实比外面贵一些，汉堡35元，热狗20元，可乐12元。如果想省钱，建议在外面买好带进来。,경기장 내가 밖보다 좀 비싼 건 맞아요. 햄버거 35위안 핫도그 20위안 콜라 12위안이에요. 돈 아끼시려면 밖에서 사서 가져오시길 추천해요.,,省钱=돈아끼다,,
stadium,7. 场馆服务 (경기장 서비스),5,观众,明白了。场馆里有寄存柜吗？我带了个大包。,알겠어요. 경기장에 보관함 있나요? 큰 가방 가지고 왔어요.,,寄存柜=보관함,,
stadium,7. 场馆服务 (경기장 서비스),6,工作人员,有的，入口处有自助寄存柜，小柜10元，大柜20元。如果带了大件行李，可以到服务台人工寄存，免费但需要身份证。,있어요. 입구에 셀프 보관함 있는데 작은 거 10위안 큰 거 20위안이에요. 큰 짐 가져오셨으면 서비스 데스크에서 직원이 보관해드리는데 무료인데 신분증 필요해요.,,入口=입구 | 自助=셀프 | 大件行李=큰짐 | 服务台=서비스데스크 | 人工=직원,,
stadium,7. 场馆服务 (경기장 서비스),7,观众,好的。场馆里有WiFi吗？我想发朋友圈。,알겠어요. 경기장에 와이파이 있나요? SNS 올리고 싶어서요.,,WiFi=와이파이 | 朋友圈=SNS,,
stadium,8. 安全检查 (보안 검색),1,观众,你好，进场需要安检吗？什么东西不能带？,안녕하세요. 입장할 때 보안 검색해요? 뭘 못 가져가요?,,安检=보안검색,,
stadium,8. 安全检查 (보안 검색),2,保安,需要安检。禁止携带易燃易爆物品、管制刀具、玻璃瓶、酒类、自拍杆、无人机等。包要打开检查，人要过安检门。,보안 검색 필요해요. 인화성 폭발성 물품 통제 도구 유리병 술 셀카봉 드론 등 휴대 금지예요. 가방 열어서 검사하고 사람은 검색문 통과해야 해요.,,禁止=금지 | 携带=휴대하다 | 易燃=인화성 | 易爆=폭발성 | 管制刀具=통제도구 | 自拍杆=셀카봉 | 无人机=드론 | 安检门=검색문,,
stadium,8. 安全检查 (보안 검색),3,观众,自拍杆也不能带吗？我想拍照留念。那手机可以带吧？,셀카봉도 안 돼요? 사진 찍어서 기념하고 싶은데요. 그럼 휴대폰은 가져가도 되죠?,,拍照=사진찍다 | 留念=기념하다,,
stadium,8. 安全检查 (보안 검색),4,保安,手机当然可以带。自拍杆因为可能遮挡其他观众视线，所以不允许。但是可以正常用手机拍照，不要用闪光灯就行。,휴대폰 당연히 가져가도 돼요. 셀카봉은 다른 관객 시야 가릴 수 있어서 허용 안 돼요. 근데 휴대폰으로 일반 사진은 가능한데 플래시 사용만 안 하시면 돼요.,,遮挡=가리다 | 视线=시야 | 允许=허용하다 | 闪光灯=플래시,,
stadium,8. 安全检查 (보안 검색),5,观众,我带了个打火机，可以吗？还有充电宝。,라이터 가져왔는데 돼요? 그리고 보조 배터리도요.,,打火机=라이터 | 充电宝=보조배터리,,
stadium,8. 安全检查 (보안 검색),6,保安,打火机每人限带一个，充电宝可以带，但容量不能超过20000毫安。如果超标，需要寄存，这边有免费寄存服务。,라이터는 1인당 1개까지고요 보조 배터리 가져갈 수 있는데 용량이 20000mAh 넘으면 안 돼요. 초과하면 보관하셔야 하는데 여기 무료 보관 서비스 있어요.,,限带=제한 | 容量=용량 | 毫安=밀리암페어 | 超标=초과하다 | 寄存=보관하다,,
stadium,8. 安全检查 (보안 검색),7,观众,明白了。安检大概需要多久？我担心迟到错过开场。,알겠어요. 보안 검색 대략 얼마나 걸려요? 늦어서 시작 놓칠까 봐요.,,迟到=늦다 | 错过=놓치다 | 开场=시작,,
stadium,9. 退场指引 (퇴장 안내),1,观众,你好，比赛结束后从哪里出去？会很拥挤吗？,안녕하세요. 경기 끝나고 어디로 나가요? 붐빌까요?,,退场=퇴장 | 拥挤=붐비다,,
stadium,9. 退场指引 (퇴장 안내),2,工作人员,有东南西北四个出口，根据您的座位区域就近选择。比赛结束后确实比较拥挤，建议不要着急，等人群疏散一些再走。,동남서북 네 개 출구 있는데 좌석 구역에서 가까운 곳으로 선택하시면 돼요. 경기 끝나고 꽤 붐비는데 서두르지 마시고 인파 분산되면 가시길 추천해요.,,出口=출구 | 区域=구역 | 就近=가까운곳 | 着急=서두르다 | 疏散=분산되다,,
stadium,9. 退场指引 (퇴장 안내),3,观众,大概要等多久？我还要赶地铁回家。,대략 얼마나 기다려야 해요? 지하철 타고 집에 가야 해서요.,,赶=서두르다,,
stadium,9. 退场指引 (퇴장 안내),4,工作人员,如果您赶时间，建议比赛结束前5分钟就开始往出口走。或者等15-20分钟，人群基本散完了就不挤了。,시간 촉박하시면 경기 끝나기 5분 전에 출구로 가시길 추천해요. 아니면 15-20분 기다리시면 인파가 거의 다 빠져서 안 붐벼요.,,基本=거의 | 散=빠지다,,
stadium,9. 退场指引 (퇴장 안내),5,观众,出去后地铁站在哪里？走路远吗？,나가면 지하철역이 어디 있어요? 걸어서 멀어요?,,地铁站=지하철역,,
stadium,9. 退场指引 (퇴장 안내),6,工作人员,从南门出去，直走300米就是地铁站。比赛散场时，我们会安排免费摆渡车，5分钟一班，直达地铁站，很方便。,남문으로 나가서 직진 300미터 가시면 지하철역이에요. 경기 끝나면 무료 셔틀버스 운행하는데 5분마다 한 대씩 지하철역 직행이라서 편해요.,,南门=남문 | 直走=직진 | 散场=종료 | 摆渡车=셔틀버스 | 一班=한대,,
stadium,9. 退场指引 (퇴장 안내),7,观众,太好了。如果要打车呢？有专门的打车点吗？,좋네요. 만약 택시 타려면요? 전용 택시 승강장 있나요?,,打车=택시타다 | 打车点=택시승강장,,
park,5. 设施租赁 (시설 대여),1,观众,你好，公园里可以租自行车吗？我想骑车逛逛。,안녕하세요. 공원에서 자전거 대여 가능한가요? 자전거 타고 둘러보고 싶어요.,,租=대여하다 | 自行车=자전거 | 骑车=자전거타다 | 逛=둘러보다,,
park,5. 设施租赁 (시설 대여),2,工作人员,可以租。我们有单人自行车和双人自行车。单人车20元一小时，双人车40元一小时。需要押金300元。,대여 가능해요. 1인용 자전거랑 2인용 자전거 있어요. 1인용 시간당 20위안 2인용 시간당 40위안이에요. 보증금 300위안 필요해요.,,单人=1인용 | 双人=2인용 | 押金=보증금,,
park,5. 设施租赁 (시설 대여),3,观众,如果租一天多少钱？按小时租会不会太贵？,하루 대여하면 얼마예요? 시간당 대여는 너무 비싼 거 아니에요?,,按小时=시간당,,
park,5. 设施租赁 (시설 대여),4,工作人员,有全天套餐，单人车80元，双人车150元，从早上9点到晚上6点，不限时间。如果只是骑1-2小时，按小时划算。,하루 종일 패키지 있어요. 1인용 80위안 2인용 150위안인데 오전 9시부터 저녁 6시까지 시간 제한 없어요. 1-2시간만 타시면 시간당이 이득이에요.,,全天=하루종일 | 套餐=패키지 | 不限=제한없다 | 划算=이득이다,,
park,5. 设施租赁 (시설 대여),5,观众,我要一辆单人车，租两小时。对了，公园很大吗？两小时够逛完吗？,1인용 자전거로 2시간 대여할게요. 아 맞다 공원 커요? 2시간이면 다 돌 수 있어요?,,够=충분하다 | 逛完=다돌다,,
park,5. 设施租赁 (시설 대여),6,工作人员,公园周长大概5公里，骑车1小时就能绕一圈。如果想慢慢欣赏风景、拍照，两小时刚刚好。我给您一张地图，标注了景点。,공원 둘레가 대략 5km라서 자전거로 1시간이면 한 바퀴 돌 수 있어요. 천천히 경치 감상하고 사진 찍으시려면 2시간이 딱 좋아요. 지도 드릴게요. 명소 표시해뒀어요.,,周长=둘레 | 绕=돌다 | 圈=바퀴 | 欣赏=감상하다 | 风景=경치 | 标注=표시하다 | 景点=명소,,
park,5. 设施租赁 (시설 대여),7,观众,太好了。租的车可以骑出公园吗？还是只能在园内？,좋네요. 대여한 자전거 공원 밖으로 나갈 수 있어요? 아니면 원내만 돼요?,,园内=원내,,
park,6. 活动咨询 (행사 문의),1,观众,你好，公园里经常有活动吗？这周末有什么特别的吗？,안녕하세요. 공원에서 행사 자주 해요? 이번 주말 특별한 거 있나요?,,活动=행사 | 特别=특별하다,,
park,6. 活动咨询 (행사 문의),2,工作人员,公园每周末都有活动。这周六有露天音乐会，下午3点开始，免费观看。周日有儿童风筝节，可以免费领风筝。,공원에서 매주 주말 행사 해요. 이번 토요일 야외 음악회 있는데 오후 3시 시작이고 무료 관람이에요. 일요일은 어린이 연날리기 축제인데 무료로 연 받을 수 있어요.,,露天=야외 | 音乐会=음악회 | 观看=관람하다 | 风筝节=연날리기축제 | 领=받다,,
park,6. 活动咨询 (행사 문의),3,观众,音乐会是什么类型的？古典还是流行？,음악회는 무슨 장르예요? 클래식이에요 팝이에요?,,类型=장르 | 古典=클래식 | 流行=팝,,
park,6. 活动咨询 (행사 문의),4,工作人员,是轻音乐和民谣为主，也会有一些经典老歌。气氛很轻松，可以带野餐垫坐在草地上听。很多家庭会带孩子来。,경음악이랑 포크송 위주고요 클래식 옛날 노래도 좀 있어요. 분위기 편해서 돗자리 가져와서 잔디에 앉아서 들을 수 있어요. 많은 가족이 아이들 데리고 와요.,,轻音乐=경음악 | 民谣=포크송 | 为主=위주 | 经典=클래식 | 老歌=옛날노래 | 气氛=분위기 | 野餐垫=돗자리 | 草地=잔디,,
park,6. 活动咨询 (행사 문의),5,观众,太好了。那风筝节呢？需要提前报名吗？,좋네요. 그럼 연날리기 축제는요? 미리 등록해야 해요?,,报名=등록하다,,
park,6. 活动咨询 (행사 문의),6,工作人员,不需要报名，直接来就行。我们准备了300个风筝，先到先得。上午10点开始发放，还有老师教小朋友怎么放风筝。,등록 필요 없고요 바로 오시면 돼요. 연 300개 준비했는데 선착순이에요. 오전 10시에 배부 시작하고 선생님이 어린이들한테 연날리기 가르쳐줘요.,,先到先得=선착순 | 发放=배부하다,,
park,6. 活动咨询 (행사 문의),7,观众,好的。这些活动在哪里举办？公园很大，我怕找不到。,알겠어요. 이 행사들 어디서 해요? 공원이 커서 못 찾을까 봐요.,,举办=개최하다,,
park,7. 宠物管理 (반려동물 관리),1,观众,你好，我可以带狗进公园吗？,안녕하세요. 개 데리고 공원 들어가도 돼요?,,宠物=반려동물 | 狗=개,,
park,7. 宠物管理 (반려동물 관리),2,工作人员,可以带宠物，但必须遵守规定。狗要牵绳，大型犬要戴嘴套。而且不能进入儿童游乐区和餐饮区。,반려동물 데려올 수 있는데 규정 지켜야 해요. 개는 리드줄 해야 하고 대형견은 입마개 착용해야 해요. 그리고 어린이 놀이터랑 식음료 구역은 못 들어가요.,,遵守=지키다 | 规定=규정 | 牵绳=리드줄 | 大型犬=대형견 | 嘴套=입마개 | 游乐区=놀이터 | 餐饮区=식음료구역,,
park,7. 宠物管理 (반려동물 관리),3,观众,我的狗是小型犬，不戴嘴套可以吗？它很温顺，不咬人。,제 개는 소형견인데 입마개 안 해도 돼요? 온순해서 안 물어요.,,小型犬=소형견 | 温顺=온순하다 | 咬=물다,,
park,7. 宠物管理 (반려동물 관리),4,工作人员,小型犬可以不戴嘴套，但牵绳是必须的，而且绳子长度不能超过1.5米。这是为了其他游客的安全，请理解。,소형견은 입마개 안 해도 되는데 리드줄은 필수고요 줄 길이가 1.5미터 넘으면 안 돼요. 다른 방문객 안전을 위한 거니까 이해해주세요.,,绳子=줄 | 长度=길이 | 安全=안전,,
park,7. 宠物管理 (반려동물 관리),5,观众,明白了。公园里有专门的宠物活动区吗？我想让它自由跑跑。,알겠어요. 공원에 전용 반려동물 활동 구역 있나요? 자유롭게 뛰어놀게 하고 싶어요.,,专门=전용 | 自由=자유롭게,,
park,7. 宠物管理 (반려동물 관리),6,工作人员,有的，东侧有个宠物活动区，大概1000平米，有围栏。在那里可以解开绳子让狗自由活动，但要看好自己的宠物，及时清理粪便。,있어요. 동쪽에 반려동물 활동 구역 있는데 대략 1000제곱미터고 울타리 있어요. 거기서는 줄 풀고 자유 활동 시킬 수 있는데 본인 반려동물 잘 보시고 배설물 즉시 치워야 해요.,,东侧=동쪽 | 平米=제곱미터 | 围栏=울타리 | 解开=풀다 | 看好=잘보다 | 及时=즉시 | 清理=치우다 | 粪便=배설물,,
park,7. 宠物管理 (반려동물 관리),7,观众,好的。如果狗拉了大便，公园提供垃圾袋吗？还是要自己带？,알겠어요. 만약 개가 배변하면 공원에서 쓰레기봉투 제공해요? 아니면 직접 챙겨야 해요?,,大便=배변 | 垃圾袋=쓰레기봉투,,
park,8. 应急求助 (응급 도움),1,观众,救命！我朋友在跑步时摔倒了，膝盖流血！,살려주세요! 제 친구가 달리기하다가 넘어져서 무릎에서 피가 나요!,,救命=살려주세요 | 摔倒=넘어지다 | 膝盖=무릎 | 流血=피나다,,
park,8. 应急求助 (응급 도움),2,工作人员,别着急！我马上叫医护人员过来。您的朋友现在意识清醒吗？能站起来吗？,진정하세요! 바로 의무 요원 부를게요. 친구분 지금 의식 있어요? 일어설 수 있어요?,,医护人员=의무요원 | 意识=의식 | 清醒=정신차리다 | 站起来=일어서다,,
park,8. 应急求助 (응급 도움),3,观众,她有意识，但是膝盖很疼，站不起来。伤口不深，但是流了不少血。,의식은 있는데 무릎이 너무 아파서 못 일어나요. 상처는 깊지 않은데 피가 꽤 많이 났어요.,,疼=아프다 | 伤口=상처 | 不少=꽤많이,,
park,8. 应急求助 (응급 도움),4,工作人员,好的，医护人员3分钟内就到。您先帮她按住伤口止血，不要让她乱动。我这里有干净的纱布，您先用着。,알겠어요. 의무 요원 3분 내 도착할 거예요. 먼저 상처 눌러서 지혈하시고 움직이지 않게 하세요. 여기 깨끗한 거즈 있으니 먼저 쓰세요.,,按住=누르다 | 止血=지혈하다 | 乱动=함부로움직이다 | 纱布=거즈,,
park,8. 应急求助 (응급 도움),5,观众,谢谢！公园里有医务室吗？还是要叫120？,감사해요! 공원에 의무실 있나요? 아니면 119 불러야 해요?,,医务室=의무실 | 120=119(중국응급번호),,
park,8. 应急求助 (응급 도움),6,工作人员,公园有医务室，在北门附近。医护人员会先简单处理伤口、消毒包扎。如果伤得严重，我们会立即叫120送医院。,공원에 의무실 있어요. 북문 근처에요. 의무 요원이 먼저 간단히 상처 처치하고 소독하고 붕대 감아줘요. 심각하게 다쳤으면 바로 119 불러서 병원 보낼 거예요.,,北门=북문 | 附近=근처 | 处理=처치하다 | 消毒=소독하다 | 包扎=붕대감다 | 严重=심각하다 | 立即=즉시 | 送=보내다,,
park,8. 应急求助 (응급 도움),7,观众,好的。如果需要去医院，能帮我们叫出租车吗？,알겠어요. 만약 병원 가야 하면 택시 불러주실 수 있나요?,,出租车=택시,,
park,9. 拍照景点 (사진 명소),1,观众,你好，公园里哪里拍照最好看？有推荐的景点吗？,안녕하세요. 공원 어디서 사진 찍는 게 가장 예뻐요? 추천 명소 있나요?,,拍照=사진찍다 | 景点=명소,,
park,9. 拍照景点 (사진 명소),2,工作人员,最受欢迎的是湖心亭和荷花池，特别是早上阳光好的时候特别美。还有那边的百年古树，很多人在那里拍婚纱照。,가장 인기 있는 건 호심정이랑 연꽃 연못이에요. 특히 아침에 햇빛 좋을 때 정말 예뻐요. 그리고 저쪽 백년 고목도 있는데 많은 사람이 거기서 웨딩 사진 찍어요.,,湖心亭=호심정 | 荷花池=연꽃연못 | 阳光=햇빛 | 百年=백년 | 古树=고목 | 婚纱照=웨딩사진,,
park,9. 拍照景点 (사진 명소),3,观众,现在是下午，还适合拍照吗？还是要等到明天早上？,지금 오후인데 사진 찍기에 괜찮아요? 아니면 내일 아침까지 기다려야 해요?,,适合=괜찮다,,
park,9. 拍照景点 (사진 명소),4,工作人员,下午也可以，4点到6点的时候光线柔和，拍出来的照片很温馨。傍晚还有夕阳，在西山那边拍剪影特别漂亮。,오후도 괜찮아요. 4시에서 6시 사이 빛이 부드러워서 따뜻한 느낌 사진 나와요. 저녁엔 석양도 있어서 서쪽 산에서 실루엣 찍으면 특히 예뻐요.,,光线=빛 | 柔和=부드럽다 | 温馨=따뜻하다 | 傍晚=저녁 | 夕阳=석양 | 剪影=실루엣 | 漂亮=예쁘다,,
park,9. 拍照景点 (사진 명소),5,观众,太好了。可以用无人机拍照吗？我想拍全景。,좋네요. 드론으로 사진 찍어도 돼요? 전경 찍고 싶어요.,,无人机=드론 | 全景=전경,,
park,9. 拍照景点 (사진 명소),6,工作人员,抱歉，公园内禁止使用无人机，因为会打扰野生动物，也可能撞到人。如果想拍全景，可以去观景台，在三楼，视野很开阔。,죄송한데요 공원 내 드론 사용 금지예요. 야생동물 방해하고 사람한테 부딪힐 수도 있어서요. 전경 찍으시려면 전망대 가세요. 3층인데 시야 아주 넓어요.,,禁止=금지 | 打扰=방해하다 | 野生动物=야생동물 | 撞到=부딪히다 | 观景台=전망대 | 开阔=넓다,,
park,9. 拍照景点 (사진 명소),7,观众,好的，观景台怎么走？从这里远吗？,알겠어요. 전망대 어떻게 가요? 여기서 멀어요?,,,,
department,5. 品牌咨询 (브랜드 문의),1,顾客,你好，我想买运动鞋，耐克和阿迪达斯在几楼？,안녕하세요. 운동화 사고 싶은데요. 나이키랑 아디다스 몇 층에 있어요?,,运动鞋=운동화 | 耐克=나이키 | 阿迪达斯=아디다스,,
department,5. 品牌咨询 (브랜드 문의),2,售货员,耐克在3楼西侧，阿迪达斯在3楼东侧，就在隔壁。如果您要找其他运动品牌，3楼整层都是运动休闲区。,나이키는 3층 서쪽 아디다스는 3층 동쪽인데 바로 옆이에요. 다른 스포츠 브랜드 찾으시면 3층 전체가 스포츠 레저 구역이에요.,,西侧=서쪽 | 东侧=동쪽 | 隔壁=옆 | 整层=전체층 | 休闲=레저,,
department,5. 品牌咨询 (브랜드 문의),3,顾客,还有其他什么运动品牌？我想比较一下价格和款式。,다른 스포츠 브랜드 뭐 있어요? 가격이랑 스타일 비교하고 싶어요.,,款式=스타일 | 比较=비교하다,,
department,5. 品牌咨询 (브랜드 문의),4,售货员,还有新百伦、彪马、斯凯奇、安踏、李宁等。国际品牌一般比较贵，国产品牌性价比更高。您预算多少？,뉴발란스 푸마 스케쳐스 안타 리닝 등도 있어요. 국제 브랜드는 보통 비싸고 국산 브랜드가 가성비 더 좋아요. 예산이 얼마예요?,,新百伦=뉴발란스 | 彪马=푸마 | 国产=국산 | 性价比=가성비 | 预算=예산,,
department,5. 品牌咨询 (브랜드 문의),5,顾客,500-800元左右吧。现在有促销活动吗？,500-800위안 정도요. 지금 프로모션 있나요?,,促销=프로모션,,
department,5. 品牌咨询 (브랜드 문의),6,售货员,有的，3楼运动区现在满500减100，满1000减250。而且用我们商场会员卡还能再打9折，很划算。,있어요. 3층 스포츠 구역은 지금 500위안 이상 구매 시 100위안 차감 1000위안 이상 시 250위안 차감이에요. 게다가 저희 백화점 회원카드 쓰시면 10% 추가 할인이라서 아주 이득이에요.,,满=~이상 | 减=차감 | 会员卡=회원카드 | 打折=할인 | 划算=이득이다,,
department,5. 品牌咨询 (브랜드 문의),7,顾客,太好了。对了，这些品牌的营业时间都一样吗？我今天可能来不及，想明天来。,좋네요. 아 맞다 이 브랜드들 영업 시간 다 같나요? 오늘 시간 안 될 것 같아서 내일 오고 싶어요.,,营业时间=영업시간 | 来不及=시간안되다,,
department,6. 试穿服务 (시착 서비스),1,顾客,你好，我可以试穿这件衣服吗？试衣间在哪里？,안녕하세요. 이 옷 입어봐도 돼요? 탈의실 어디 있어요?,,试穿=입어보다 | 试衣间=탈의실,,
department,6. 试穿服务 (시착 서비스),2,店员,当然可以。试衣间在那边，左手边的走廊尽头。请问您需要什么尺码？我帮您拿。,물론이죠. 탈의실은 저쪽 왼쪽 복도 끝에 있어요. 무슨 사이즈 필요하세요? 가져다드릴게요.,,尺码=사이즈 | 走廊=복도 | 尽头=끝,,
department,6. 试穿服务 (시착 서비스),3,顾客,我平时穿M码，但这件看起来有点小。能给我拿M和L两个尺码吗？,평소에 M 사이즈 입는데 이거 좀 작아 보여요. M이랑 L 두 사이즈 가져다주실 수 있나요?,,平时=평소에,,
department,6. 试穿服务 (시착 서비스),4,店员,没问题。我去仓库看看，L码应该有货。您稍等...拿来了，M和L各一件。您可以都试试，看哪个更合身。,문제없어요. 창고 가서 볼게요. L 사이즈 재고 있을 거예요. 잠시만요... 가져왔어요. M이랑 L 각 한 벌씩이요. 다 입어보시고 어느 게 더 잘 맞는지 보세요.,,仓库=창고 | 有货=재고있다 | 合身=잘맞다,,
department,6. 试穿服务 (시착 서비스),5,顾客,好的。试衣间可以带朋友进去吗？我想让她帮我看看。,알겠어요. 탈의실에 친구 같이 들어가도 돼요? 봐달라고 하고 싶어서요.,,,,
department,6. 试穿服务 (시착 서비스),6,店员,可以的，一个试衣间最多两个人。如果需要镜子或者别针，试衣间外面也有，您可以拿。试完后不合适也没关系，可以换其他款式。,가능해요. 탈의실 한 곳에 최대 2명까지예요. 거울이나 핀 필요하시면 탈의실 밖에도 있어서 가져가시면 돼요. 입어보고 안 맞아도 괜찮아요. 다른 스타일로 바꿀 수 있어요.,,镜子=거울 | 别针=핀 | 合适=맞다,,
department,6. 试穿服务 (시착 서비스),7,顾客,谢谢。如果我试穿了但不买，会不会不好意思？我想多试几件。,감사해요. 만약 입어보고 안 사면 미안한 거 아니에요? 여러 벌 입어보고 싶어요.,,不好意思=미안하다,,
department,7. 退换货 (교환 및 환불),1,顾客,你好，我昨天买的这条裤子，回家发现拉链坏了。能退货吗？,안녕하세요. 어제 산 이 바지 집에 갔더니 지퍼가 고장 났어요. 환불 가능한가요?,,裤子=바지 | 拉链=지퍼 | 坏=고장나다 | 退货=환불,,
